SANPHAM,MASANPHAM,TENSANPHAM,BARCODE,DONVITINH,LOAITIEN,GIAVON,GIABAN,GIADAILY,VAT,BAOHANH,HANGSANXUAT,XUATXU,CHATLIEU,MAUSAC,MOTASANPHAM,GHICHU,TIMEACTION,MA_CHI_NHANH,HOATDONG,KEYACCESS,CYL_ADD,CYL_SUB,SPH_ADD,SPH_SUB,URL_IMAGE,VITRI,MAMAUIN,MASANPHAM_DIS,NHOMSP
44757,GỌNG KÍNH TT 290 CN,GỌNG KÍNH TT 290 CN,N000073110,0,VND,0,290000,0,10,0,,0,,0,,,2/12/2021,VP,0,NAMHAI,,,,,,0,,,
29845,Gọng Kính TT 345,Gọng Kính TT 345,N000011279,,VND,,345000,0,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
44758,GỌNG KÍNH TT 650CN,GỌNG KÍNH TT 650CN,N000073111,0,VND,0,650000,0,10,0,,0,,0,,,2/12/2021,VP,0,NAMHAI,,,,,,0,,,
29846,GỌNG KÍNH TT 680,GỌNG KÍNH TT CN 680,N000010687,,VND,,680000,0,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
29847,Gọng Kính TT140,Gọng Kính TT140,N000011222,,VND,,140000,0,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
44755,GỌNG KÍNH TTANIUM,GỌNG KÍNH TTANIUM,N000073108,0,VND,0,1250000,0,0,0,,0,,0,,,2/12/2021,VP,0,NAMHAI,,,,,,0,,,
29848,Gong kinh Valerie CN 350,Gong kinh Valerie CN 350,N000009988,,VND,,350000,0,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
29849,Gong kinh VERAS CN 680,Gong kinh VERAS CN 680,N000009993,,VND,,680000,0,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
29850,Gong kinh Vitas 350,Gong kinh VITAS CN 350,N000007252,,VND,,350000,,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
44070,GỌNG KÍNH V-THE CLUB,GỌNG KÍNH TITANIUM (380 CN),N000072425,0,VND,0,380000,0,10,0,,0,,0,,,4/4/2021,VP,0,NAMHAI,,,,,,0,,,
44763,GỌNG KÍNH WINKEY,GỌNG KÍNH WINKEY KOREA,N000073116,0,VND,0,295000,0,10,0,,0,,0,,,9/12/2021,VP,0,NAMHAI,,,,,,0,,,
29851,GỌNG KOREA,GỌNG KÍNH KOREA,N000010832,,VND,,150000,0,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
29852,Gọng Levis 385,Gọng kính Levis,N000010496,,VND,,385000,0,0,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
40227,GỌNG NAHAMI 360(BVHN),GỌNG KÍNH NAHAMI,N000068557,0,VND,0,360000,0,10,0,,0,,0,,,24/9/2018,,0,NAMHAI,,,,,,,,,
42678,GỌNG NAHAMI 500(BVHN),GỌNG KÍNH NAHAMI 500 KOREA,N000071025,0,VND,0,500000,0,10,0,,0,,0,,,16/10/2019,VP,0,NAMHAI,,,,,,,,,
42626,GỌNG NAHAMI P,GỌNG KÍNH NAHAMI P 425 KOREA,N000070973,0,VND,0,425000,,10,0,,0,,0,,,11/10/2019,VP,0,NAMHAI,,,,,,,,,
42677,GỌNG NAHAMI P(BVHN),GỌNG KÍNH NAHAMI P 580KOREA,N000071024,0,VND,0,580000,0,10,0,,0,,0,,,16/10/2019,VP,0,NAMHAI,,,,,,,,,
42679,GỌNG NAHAMI S 560 (BVHN),GỌNG KÍNH NAHAMI 560 KOREA,N000071026,0,VND,0,560000,0,10,0,,0,,0,,,16/10/2019,VP,0,NAMHAI,,,,,,,,,
40444,GỌNG NAHAMI425 (BVHN),GỌNG KÍNH NAHAMI 425,N000068774,0,VND,0,425000,0,10,0,,0,,0,,,22/11/2018,,0,NAMHAI,,,,,,,,,
29853,Gong nhu Korea,Gong nhu Korea,N000007147,,VND,,0,,0,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
44767,GỌNG NHỰA POLO SPORT,GỌNG NHỰA POLO SPORT 250CN,N000073120,0,VND,0,250000,0,10,0,,0,,0,,,13/12/2021,VP,0,NAMHAI,,,,,,0,,,
29854,GỌNG NHỰA STEPPER 1600,GỌNG NHỰA STEPPER 1600,N000014406,0,VND,0,1600000,,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
40433,GỌNG NHỰA TQ190,GỌNG NHỰA TQ 190,N000068763,0,VND,0,190000,0,10,0,,0,,0,,,16/11/2018,,0,NAMHAI,,,,,,,,,
29855,Gong Pierre Cardin,Gong kim loại Pierre Cardin,N000007377,,VND,,0,,0,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
40036,Gọng Serova 450 CN (BVHN),Gọng Serova 450CN,N000068366,0,VND,0,450000,0,10,0,,0,,0,,,1/8/2018,,0,NAMHAI,,,,,,,,,
42591,GỌNG THỜI TRANG 215CN,GỌNG KÍNH THỜI TRANG 215CN,N000070938,0,VND,0,215000,0,10,0,,0,,0,,,24/9/2019,VP,0,NAMHAI,,,,,,,,,
42687,GỌNG THỜI TRANG 240(L),GỌNG THỜI TRANG 240(L),N000071034,0,VND,0,240000,,10,0,,0,,0,,,17/10/2019,VP,0,NAMHAI,,,,,,,,,
29856,gọng thời trang 250,Gong kinh thoi trang 250,N000010501,,VND,,250000,0,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
44723,GỌNG THỜI TRANG KOREA,GỌNG NHỰA TT KOREA,N000073077,0,VND,0,360000,0,0,0,,0,,0,,,23/9/2021,VP,0,NAMHAI,,,,,,0,,,
29857,Gọng TQ tặng mắt 1.56 TC,Gọng TQ tặng mắt 1.56 TC,N000014253,,VND,,0,0,0,0,,0,,0,,,16/2/2017,VH,0,NAMHAI,,,,,,,,,
29858,Gọng TR 1023,Gọng TR 1023,N000011275,,VND,,360000,0,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
43193,GỌNG TRẺ EM 295CN,GỌNG KÍNH TRẺ EM 295CN,N000071545,0,VND,0,295000,0,10,0,,0,,0,,,28/4/2020,VP,0,NAMHAI,,,,,,,,,
40223,GỌNG TT 215,GỌNG KÍNH TT 215 CN,N000068553,0,VND,0,215000,0,10,0,,0,,0,,,24/9/2018,,0,NAMHAI,,,,,,,,,
29859,GỌNG VO-5103F-2385 (53CN),GỌNG VO-5103F-2385 (52CN),N000019176,0,VND,0,2650000,,10,360,VOGUE,0,,0,,,24/3/2017,,0,NAMHAI,,,,,,,,,
29860,gọng WOONGJJN,gọng WOONGJJN,N000011274,,VND,,260000,0,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
29861,Gongtreem 195,Gong kinh TREEM CN 195,N000006816,,VND,,195000,,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
29862,GOURMET 380,Gọng Kính GOURMET CN 380,N000011299,,VND,,380000,0,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
29863,GP201 C02,Gong kinh MASTER GP201 Japan 1860,N000000533,,VND,,1860000,,10,365,MASTER,3,TT,11,,,16/2/2017,,0,NAMHAI,,,,,,,,,
29864,GP-201 C02,Gong kinh MASTER GP-201 Japan 4200,N000000657,,VND,,4200000,,10,365,MASTER,3,TT,11,,,16/2/2017,,0,NAMHAI,,,,,,,,,
29865,GP-7104 C02,Gong kinh JEAN PUCCI GP-7104 Japan 2650,N000000589,,VND,,2650000,,10,365,JEAN PUCCI,3,MT,11,,,16/2/2017,,0,NAMHAI,,,,,,,,,
29866,GP-7108 C02,Gong kinh JEAN PUCCI GP-7108 Japan 2650,N000000590,,VND,,2650000,,10,365,JEAN PUCCI,3,MT,11,,,16/2/2017,,0,NAMHAI,,,,,,,,,
29867,GP-8109 C02,Gong kinh JEAN PAUL GP-8109 Japan 2650,N000000586,,VND,,2650000,,10,365,JEAN PUCCI,3,MT,11,,,16/2/2017,,0,NAMHAI,,,,,,,,,
39188,GR 327 12A (53),GỌNG KÍNH GEORGES RECH GR 327 12A (53),N000039188,0,VND,0,2600000,0,10,0,,0,,0,,,12/5/2018,,0,NAMHAI,,,,,,,,,
39187,GR 327 1B (53),GỌNG KÍNH GEORGES RECH GR 327 1B (53),N000039187,0,VND,0,2600000,0,10,0,,0,,0,,,12/5/2018,,0,NAMHAI,,,,,,,,,
29868,GR7008 C40,Gong kinh GRADO GR7008 Japan 3250,N000000629,,VND,,3250000,,10,365,GRADO,3,TT,8,,,16/2/2017,,0,NAMHAI,,,,,,,,,
29869,GR767 94 (53CN),GỌNG GEORGES RECH GR767 94,N000019900,0,VND,0,1350000,,10,0,,0,,0,,,10/6/2017,,0,NAMHAI,,,,,,,,,
29870,Grado GR-7008 3250,Gong kinh khoan Grado GR-7008 Japan 3250,N000006940,,VND,,3250000,,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
35985,GRAPH BELLE 990,GỌNG KÍNH GRAPH BELLE 990 CN,N000064316,0,VND,0,990000,0,10,0,,0,,0,,,29/9/2017,,0,NAMHAI,,,,,,,,,
43956,GRAY CL369N S-0.00,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072310,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43957,GRAY CL369N S-1.00,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072311,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
44729,GRAY CL369N S-1.25,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000073050,0,,0,110000,0,0,0,,0,,0,,,2/10/2021,BT,0,NAMHAI,,,,-1.25,,0,,,
43959,GRAY CL369N S-1.50,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072313,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43960,GRAY CL369N S-1.75,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072315,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43961,GRAY CL369N S-2.00,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072314,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43962,GRAY CL369N S-2.25,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072316,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43963,GRAY CL369N S-2.50,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072317,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43964,GRAY CL369N S-2.75,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072318,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43965,GRAY CL369N S-3.00,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072319,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43966,GRAY CL369N S-3.25,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072320,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43967,GRAY CL369N S-3.50,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072321,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43968,GRAY CL369N S-3.75,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072322,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43969,GRAY CL369N S-4.00,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072323,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43970,GRAY CL369N S-4.25,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072324,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43971,GRAY CL369N S-4.50,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072325,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43972,GRAY CL369N S-4.75,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072327,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43973,GRAY CL369N S-5.00,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072328,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43974,GRAY CL369N S-5.25,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072329,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43975,GRAY CL369N S-5.50,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072330,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43976,GRAY CL369N S-5.75,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072331,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43977,GRAY CL369N S-6.00,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072332,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43978,GRAY CV26N S-0.00,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072333,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43979,GRAY CV26N S-1.00,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072334,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43980,GRAY CV26N S-1.25,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072335,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43981,GRAY CV26N S-1.50,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072336,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43982,GRAY CV26N S-1.75,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072337,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43983,GRAY CV26N S-2.00,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072338,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43984,GRAY CV26N S-2.25,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072339,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43985,GRAY CV26N S-2.50,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072340,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43986,GRAY CV26N S-2.75,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072341,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43987,GRAY CV26N S-3.00,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072342,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43988,GRAY CV26N S-3.25,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072343,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43989,GRAY CV26N S-3.50,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072344,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43990,GRAY CV26N S-3.75,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072345,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43991,GRAY CV26N S-4.00,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072346,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43992,GRAY CV26N S-4.25,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072347,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43993,GRAY CV26N S-4.50,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072348,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43994,GRAY CV26N S-4.75,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072349,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43995,GRAY CV26N S-5.00,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072350,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43996,GRAY CV26N S-5.25,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072351,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43997,GRAY CV26N S-5.50,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072352,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43998,GRAY CV26N S-5.75,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072353,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
43999,GRAY CV26N S-6.00,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072354,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
40153,GREEK MYTH 2600,GỌNG KÍNH GREEK MYTH,N000068483,0,VND,0,2600000,0,10,0,,0,,0,,,6/9/2018,,0,NAMHAI,,,,,,,,,
44022,GREEN CL305N S-0.00,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072377,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
44023,GREEN CL305N S-1.00,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072378,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
44024,GREEN CL305N S-1.25,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072379,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
44025,GREEN CL305N S-1.50,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072380,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
44026,GREEN CL305N S-1.75,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072381,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
44027,GREEN CL305N S-2.00,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072382,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
44035,GREEN CL305N S-2.25,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072390,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
44028,GREEN CL305N S-2.50,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072383,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
44029,GREEN CL305N S-2.75,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072384,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
44030,GREEN CL305N S-3.00,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072385,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
44031,GREEN CL305N S-3.25,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072386,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
44032,GREEN CL305N S-3.50,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072387,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
44033,GREEN CL305N S-3.75,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072388,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
44034,GREEN CL305N S-4.00,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072389,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
44036,GREEN CL305N S-4.25,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072391,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
44037,GREEN CL305N S-4.50,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072392,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
44038,GREEN CL305N S-4.75,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072393,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
44039,GREEN CL305N S-5.00,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072394,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
44040,GREEN CL305N S-5.25,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072395,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
44041,GREEN CL305N S-5.50,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072396,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
44042,GREEN CL305N S-5.75,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072397,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
44043,GREEN CL305N S-6.00,ÁP TRÒNG 3 THÁNG CLEAR COLOR,N000072398,0,VND,0,110000,0,0,0,,0,,0,,,17/3/2021,VP,0,NAMHAI,,,,,,0,,,
29871,Green s-2.25,Áp tròng màu 3 tháng Green,N000014266,,VND,,130000,0,10,0,,0,,0,,,16/2/2017,VH,0,NAMHAI,,,,,,,,,
29872,Green s-3.00,Áp tròng màu 3 tháng Green,N000014265,,VND,,130000,0,10,0,,0,,0,,,16/2/2017,VH,0,NAMHAI,,,,,,,,,
29873,Greenpia 100,Gọng kính Greenpia 100,N000010754,,VND,,100000,0,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
29874,Greenpia 150,Gọng kính Greenpia 150,N000010760,,VND,,150000,0,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
29875,Greenpia 420,Gong kinh GREENPIA CN 420,N000006888,,VND,,420000,,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
29876,Greenpia 680,Gong kinh GREENPIA CN 680,N000007105,,VND,,680000,,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
35929,GS305,GỌNG KÍNH GLOSSIAN KOREA,N000035929,0,VND,0,305000,0,10,0,,0,,0,,,19/9/2017,,0,NAMHAI,,,,,,,,,
29877,G-Shock 111103 Japan 1950,Gọng kính G-Shock 111103 Japan 1950,N000010607,,VND,,1950000,0,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
29878,G-Shock 9965T Japan 1950,Gọng kính G-Shock 9965T Japan 1950,N000010606,,VND,,1950000,0,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
29879,G-Shock 9966-T 1950,Gong kinh G-Shock 9966-T Japan 1950,N000006909,,VND,,1950000,,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
29880,G-Shock G603-1 1950,Gong kinh G-Shock G603-1 Japan 1950,N000006911,,VND,,1950000,,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
29881,G-Shock G603-4IP 1950,Gong kinh G-Shock G603-4Ip Japan 1950,N000006910,,VND,,1950000,,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
29882,G-Shock G603-6 1860,Gong kinh G-Shock G603-6 Japan 1860,N000006912,,VND,,1860000,,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
29883,G-shock G604-4IP 1860,Gong kinh G-shock G604-4IP Japan 1860,N000006913,,VND,,1860000,,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
29884,G-SHOOK G5223,Gong kinh G-SHOOK G5223 Japan1950,N000008865,,VND,,1950000,0,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
29885,G-SHVEK 9965T (54J),GỌNG KÍNH G-SHVEK 9965T (54J),N000016491,0,VND,0,1950000,0,10,0,,3,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
29886,Gucci 1050,Gọng Kính Gucci GG3604 1050,N000010346,,VND,,1050000,0,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
39148,GUCCI 1050CN,GỌNG KÍNH GUCCI 1050CN (COPY),N111003914,0,VND,0,1050000,0,10,0,,0,,0,,,30/4/2018,,0,NAMHAI,,,,,,,,,
29887,GUCCI 1630,Gong kinh GUCCI CN 1630,N000008671,,VND,,1630000,0,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
29888,GUCCI 1882LHS 1860,GONG KINH GUCCI 1882LHS 1860,N000009911,,VND,,1860000,0,1,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
29889,GUCCI 280,KINH MAT GUCCI 280,N000009953,,VND,,280000,0,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
29890,Gucci 345,Gong kinh GUCCI CN 345,N000008670,,VND,,345000,0,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
29891,Gucci 360,Gong kinh Gucci 360,N000008831,,VND,,360000,0,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
35973,GUCCI 360CN,GỌNG KÍNH GUCCI 360 CN,N000064304,0,VND,0,360000,0,10,0,,0,,0,,,21/9/2017,,0,NAMHAI,,,,,,,,,
29892,GUCCI 385,KINH MAT GUCCI CN 385,N000009128,,VND,,385000,0,10,0,,0,,0,,,16/2/2017,VH,0,NAMHAI,,,,,,,,,
29893,GUCCI 420,Gong kinh GUCCI CN 420,N000009957,,VND,,420000,0,10,0,,0,,0,,,16/2/2017,,0,NAMHAI,,,,,,,,,
39228,GUCCI 425,KÍNH MÁT GUCCI 425CN,N000067554,0,VND,0,425000,0,10,0,,0,,0,,,1/6/2018,,0,NAMHAI,,,,,,,,,
29894,GUCCI 475,KINH MAT GUCCI CN 475,N000009126,,VND,,475000,0,10,0,,0,,0,,,16/2/2017,VH,0,NAMHAI,,,,,,,,,
